,name_product,color,description,cloth_path,material,price,rates,url
315,CR Flamengo 23 Home Jersey,Red / Black,"Soccer passion never stands still. Inspired by the perpetual motion on the pitch and in the bleachers, this adidas CR Flamengo home jersey fuses the club's traditional home colors with a glitched graphic. Created to keep fans comfortable, it includes moisture-wicking AEROREADY and smooth fabric. That all-important badge is woven for a premium feel.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/001248_1.jpg,100% recycled polyester piqué,$90,5.0,https://www.adidas.com/us/cr-flamengo-23-home-jersey/HS5184.html
316,Stripe Zip Golf Polo Shirt,Lucid Fuchsia / Black,"Look sharp and play sharper. This adidas golf polo shirt is made of a breathable, moisture-wicking fabric to help keep you dry during those high-pressure putts and long walks on the course. It has a subtle, linear allover print and a zip collar to give it a modern vibe.",Cloth/001250_1.jpg,"88% recycled polyester, 12% elastane single jersey",$140,4.5,https://www.adidas.com/us/stripe-zip-golf-polo-shirt/IC1345.html
317,Go-To Camouflage Polo Shirt,Hemp,"For the course and beyond. This adidas polo shirt flashes an allover camouflage print with subtle golf-themed graphics so you can show your love for the sport even when you're done playing. The chest pocket lets you keep your scorecard handy and has a loop for the tee holder so you're not scrambling to find it.  Made with a series of recycled materials, and at least 60% recycled content, this product represents just one of our solutions to help end plastic waste.",Cloth/001252_1.jpg,"80% recycled polyester, 20% elastane jacquard",$90,3.0,https://www.adidas.com/us/go-to-camouflage-polo-shirt/HG3241.html
318,Featherweight Shmoofoil Tee,Preloved Red,"Created with adidas Skateboarding team rider Mark Gonzales, the Featherweight Shmoofoil Tee lightens up a classic silhouette with a 210-gram single cotton jersey construction, custom artwork by The Gonz, and finished with a unique garment-washed look.  Our cotton products support more sustainable cotton farming.",Cloth/001253_1.jpg,100% cotton single jersey,$42,4.4,https://www.adidas.com/us/featherweight-shmoofoil-tee/HS3025.html
319,Shmoofoil Robot Tee,Black / Dark Green / Lucid Lime F23,"Moving in broad strokes, Mark Gonzales' art and imagination are the essence of skateboarding. The Shmoofoil Robot Short Sleeve Tee levels up a classic with custom artwork by The Gonz.   We partner with Better Cotton to improve cotton farming globally. Better Cotton makes global cotton production better for the people who produce it, better for the environment it grows in, and better for the sector's future.    Better Cotton is sourced via a chain-of-custody model called mass balance. This means that Better Cotton is not physically traceable to end products. However, Better Cotton Farmers benefit from the demand for Better Cotton in equivalent volumes to those we ""source.""   Find out more here: bettercotton.org/learnmore",Cloth/001254_1.jpg,100% cotton single jersey,$40,5.0,https://www.adidas.com/us/shmoofoil-robot-tee/II5957.html
320,Tennis FreeLift Tee,Blue Dawn,"Created by adidas to give you the edge. Part of the performance-driven Gameset collection, this slim-fitting tee was designed for confident tennis. Its FreeLift design keeps the back hem in place through every serve and smash, and the stretchy fabric helps you reach for shots. Even when you're in top gear, HEAT.RDY ensures you stay cool and confident right up to match point.",Cloth/001256_1.jpg,100% recycled polyester jacquard,$160,4.7,https://www.adidas.com/us/tennis-freelift-tee/IA8288.html
321,Graphics Monogram Firebird Track Jacket,Blue Bird,"The adidas Firebird Track Jacket is no stranger to classic vibes. From sports to hip-hop culture, its influence runs deep. This version edges into luxury with a tonal Trefoil monogram print on glossy tricot. The stand-up collar and ribbed hem and cuffs shape the classic silhouette and the 3-Stripes down each sleeve throw instant fashion cred. Easy icing for any outfit.  A minimum of 70% of this product is a blend of recycled and renewable materials.",Cloth/001257_1.jpg,100% recycled polyester tricot,$90,4.8,https://www.adidas.com/us/graphics-monogram-firebird-track-jacket/IL5131.html
322,Donovan Mitchell Cardinals Swingman Jersey,White / White / Black,"Cardinals fans are some of the most die-hard supporters in basketball. Show your Louisville pride in this adidas V-neck jersey. It's styled after the team's uniform with screenprinted details on the front and back. AEROREADY keeps you dry on the court or in the stands.  This product is made with Primegreen, a series of high-performance recycled materials.",Cloth/001260_1.jpg,100% recycled polyester mock eyelet,$90,4.5,https://www.adidas.com/us/donovan-mitchell-cardinals-swingman-jersey/H33628.html
323,Tennis New York FreeLift Polo Shirt,Black,"Part of an uplifting collection on show at North America's biggest tennis tournament. This adidas polo shirt gives you room to swing thanks to its shoulder-freeing FreeLift design. The slim fit keeps you streamlined, helping you chase down every shot. Behind the scenes, AEROREADY works hard to absorb moisture and top up your confidence.  This polo shirt is made with natural and renewable materials as part of our journey to design out finite resources and help end plastic waste.",Cloth/001267_1.jpg,100% polyester doubleknit,$45,4.8,https://www.adidas.com/us/tennis-new-york-freelift-polo-shirt/HC8529.html
324,Train Essentials Feelready Training Tee,White / Black,"From push press to push-ups, move through a full range of motion in this adidas training t-shirt. It's cut to allow your arms to move freely overhead. Breathable fabric and moisture-absorbing AEROREADY keep you dry and comfortable as your heart rate rises.",Cloth/001268_1.jpg,"70% recycled polyester, 30% cotton single jersey",$35,4.7,https://www.adidas.com/us/train-essentials-feelready-training-tee/IC7440.html
325,New York City FC 23/24 Home Authentic Jersey,Bahia Light Blue,"Next stop? Soccer glory. The intricate, mosaic-style design on the front of this adidas NYCFC authentic jersey takes inspiration from the ceramic work in New York City's world-famous subway stations. Built from soft fabric, the shirt includes a heat-applied team crest and moisture-absorbing AEROREADY to keep players moving on the field. A pair of signoffs show pride in the club and its city.",Cloth/001269_1.jpg,100% recycled polyester doubleknit,$150,4.6,https://www.adidas.com/us/new-york-city-fc-23-24-home-authentic-jersey/HI1861.html
326,adidas x Bogey Boys Polo Shirt,Collegiate Green,"Make your mark on the golf course. This adidas x Bogey Boys polo shirt delivers classic style along with optimal comfort so you can play your best round. The soft fabric has built-in stretch, and side slits ensure a full range of motion. The contrasting stripes pattern keeps your look on point from the course to the clubhouse.   A minimum of 70% of this product is a blend of recycled and renewable materials.",Cloth/001271_1.jpg,"69% modal, 28% recycled polyester, 3% elastane piqué",$90,4.7,https://www.adidas.com/us/adidas-x-bogey-boys-polo-shirt/IL9294.html
327,Huskies NCAA Swingman Jersey,Team College Purple / Team College Purple / Team Sand,"Once a Huskies fan, always a Huskies fan. Rep the University of Washington in this adidas basketball jersey. It's styled after the team's uniform, with screenprinted details on the front and back. AEROREADY keeps you dry, whether you're cheering in the stands or playing on court.   This product is made with Primegreen, a series of high-performance recycled materials.",Cloth/001272_1.jpg,100% recycled polyester mock eyelet,$90,5.0,https://www.adidas.com/us/huskies-ncaa-swingman-jersey/H33643.html
328,New York Red Bulls 23/24 Home Jersey,Pearl Citrine,"A tribute to their home. A collaboration with fashion designer Daniel Patrick, this adidas New York Red Bulls jersey catches the eye with a disruptive design inspired by the club's East Coast roots. Created to keep supporters comfortable and proud, this soccer shirt includes moisture-wicking AEROREADY and a woven badge. Just above the hem, Patrick's autograph signs off in style.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/001276_1.jpg,100% recycled polyester interlock,$90,5.0,https://www.adidas.com/us/new-york-red-bulls-23-24-home-jersey/HI1868.html
329,Austin FC 23/24 Home Jersey,Real Green / White,"Remixing a classic soccer look. The bold, confident design of this adidas Austin FC jersey takes timeless vertical stripes into a whole new dimension. Behind the vibrant graphics, AEROREADY absorbs moisture to keep fans comfortable while they show their support. A woven badge and ""ATX"" signoff bring the pride as the club enters its second season at the top level.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/001282_1.jpg,100% recycled polyester interlock,$90,5.0,https://www.adidas.com/us/austin-fc-23-24-home-jersey/HI1835.html
330,Celtic FC 23/24 Third Jersey,Vista Green / Beam Green F22,"In tune with Glaswegian culture. The shapes and colors that bring this adidas Celtic FC third jersey bouncing to life come from the city's thriving arts scene. Standing out over the sound wave-inspired design, that woven club badge takes pride of place. Pull on this eye-catching soccer shirt to feel the comfort of its moisture-wicking AEROREADY and soft fabric.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/001283_1.jpg,100% recycled polyester doubleknit,$100,5.0,https://www.adidas.com/us/celtic-fc-23-24-third-jersey/HY3330.html
331,City Break Sleeveless Tee,Wonder Blue,"Keep your look sleek and simple in the heat. This adidas sleeveless tee is made from cotton jersey fabric that feels soft and airy. Wide armholes allow air to flow while also letting you stretch and move your arms unrestricted. Finished with a small adidas Badge of Sport logo, this understated shirt pairs easily with everything from casual shorts to swimwear.   We partner with Better Cotton to improve cotton farming globally. Better Cotton makes global cotton production better for the people who produce it, better for the environment it grows in, and better for the sector's future.    Better Cotton is sourced via a chain-of-custody model called mass balance. This means that Better Cotton is not physically traceable to end products. However, Better Cotton Farmers benefit from the demand for Better Cotton in equivalent volumes to those we ""source.""   Find out more here: bettercotton.org/learnmore",Cloth/001284_1.jpg,100% cotton single jersey,$30,5.0,https://www.adidas.com/us/city-break-sleeveless-tee/IR9098.html
332,Atlanta United FC 23/24 Third Authentic Jersey,Black,"True to Atlanta, this adidas authentic soccer jersey nods to the city's golden era. The graffiti-style graphics burst with color to instill the glowing energy of the Dirty South. Moisture-absorbing AEROREADY ensures you stay dry on the field while a heat-applied crest keeps your shirt light all game long. The ""Atlanta Influences Everything"" signoff on the back collar wraps up the look in '90s style.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/001287_1.jpg,100% recycled polyester mock eyelet,$150,5.0,https://www.adidas.com/us/atlanta-united-fc-23-24-third-authentic-jersey/HT3227.html
333,Train Essentials Feelready Training Sleeveless Tee,White / Black,"It's chest day, and you're up for the challenge. Pull on this adidas t-shirt and get ready to dip, fly, press and push. AEROREADY stands up to sweat, so you stay dry as you pump. The slim fit hugs your body, and the extra arm room helps you maximize each move. Let the gains begin.  Made with a series of recycled materials, and at least 70% recycled content, this product represents just one of our solutions to help end plastic waste.",Cloth/001288_1.jpg,"70% recycled polyester, 30% cotton single jersey",$35,4.7,https://www.adidas.com/us/train-essentials-feelready-training-sleeveless-tee/IC6947.html
334,Arizona State Football Off-Field Tillman Jersey,Team Maroon,"Honor a true legend of the game in this adidas football jersey. It's made of soft fabric for a breathable feel. Pat Tillman's name and his signature No. 42 are printed on this Sun Devils jersey as a nod to his memory. An inspirational Tillman quote on the back of the neck wraps up the look in style.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/001301_1.jpg,100% recycled polyester mesh,$55,5.0,https://www.adidas.com/us/arizona-state-football-off-field-tillman-jersey/IA3369.html
335,Minnesota United FC 23/24 Away Authentic Jersey,White,"Lighting the way to a bright soccer future. The dynamic design on the front of this adidas Minnesota United FC authentic jersey takes its inspiration from the shimmering majesty of the Northern Lights. Behind that blur of color, lightweight details and moisture-wicking AEROREADY combine to ensure players shine on the field. A pair of stellar signoffs and a loon badge show what your team means to you.",Cloth/001304_1.jpg,100% recycled polyester tricot,$150,5.0,https://www.adidas.com/us/minnesota-united-fc-23-24-away-authentic-jersey/HI1871.html
336,Train Essentials Feelready Training Sleeveless Tee,Dark Grey Heather / White / Black,"It's chest day, and you're up for the challenge. Pull on this adidas t-shirt and get ready to dip, fly, press and push. AEROREADY stands up to sweat, so you stay dry as you pump. The slim fit hugs your body, and the extra arm room helps you maximize each move. Let the gains begin.  Made with a series of recycled materials, and at least 70% recycled content, this product represents just one of our solutions to help end plastic waste.",Cloth/001305_1.jpg,"70% recycled polyester, 30% cotton single jersey",$35,4.7,https://www.adidas.com/us/train-essentials-feelready-training-sleeveless-tee/IC6949.html
337,St. Louis CITY SC 23/24 Home Authentic Jersey,Power Pink / Night Indigo,"Welcome to St. Louis CITY SC. As the Missouri team enters top-level soccer for the first time, this adidas authentic jersey uses St. Louis' famous Gateway Arch as the inspiration for its eye-catching halved design. Created for towering performances on the field, it teams breathable mesh panels with moisture-wicking AEROREADY. A heat-applied badge completes the look.",Cloth/001308_1.jpg,100% recycled polyester mock eyelet,$150,5.0,https://www.adidas.com/us/st.-louis-city-sc-23-24-home-authentic-jersey/HI1840.html
338,D.C. United 23/24 Away Authentic Jersey,White,"As the regular season swings into action, Washington D.C.'s cherry blossoms burst into bloom. The vibrant graphics on this adidas D.C. United authentic soccer jersey capture the distinctive colors of the U.S. capital city in springtime. Created to keep you fresh on the field, it includes moisture-wicking AEROREADY. A heat-applied badge and cherry blossom branch signoff confirm your evergreen support.",Cloth/001309_1.jpg,100% recycled polyester tricot,$150,5.0,https://www.adidas.com/us/d.c.-united-23-24-away-authentic-jersey/HI1885.html
339,Harden Time Traveler Tee,Off White,"Wherever you are, it's always game time. This adidas basketball t-shirt pays tribute to the impact James Harden has made on the court with a subtle Harden logo under the mock-neck collar. A soft cotton blend keeps you comfortable no matter where the day takes you.  A minimum of 70% of this product is a blend of recycled and renewable materials.",Cloth/001316_1.jpg,"70% cotton, 30% recycled polyester single jersey",$160,3.0,https://www.adidas.com/us/harden-time-traveler-tee/IL1605.html
340,Graphics Monogram SST Track Jacket,Wonder Beige F23,"Conquer your day in style with this adidas SST track jacket. Classic design elements like the stand-up collar and ribbed cuffs keep things feeling chic and sporty. An allover Trefoil monogram print injects an extra level of adidas pride. Built for your lifestyle, not just for the look, this sophisticated take on an iconic jacket is sure to become a wardrobe staple in no time. The regular fit and soft interlock fabric keep the vibe comfortable and relaxed.   A minimum of 70% of this product is a blend of recycled and renewable materials.",Cloth/001317_1.jpg,"60% recycled polyester, 40% cotton interlock",$110,4.9,https://www.adidas.com/us/graphics-monogram-sst-track-jacket/IJ5688.html
341,Graphics Camo Reversible Fleece Vest,Black,"Stand out from the crowd in this reversible adidas vest. This unique piece gives you two distinct options in one relaxed package. Wear it one way and you'll be sporting an exclusive allover camo print for an outdoorsy vibe. Switch up the look and you'll find a sleek tonal design for a more low-key feel. Built in soft and cozy fleece, this comfortable vest is perfect for layering over a long sleeve tee or hoodie.   A minimum of 70% of this product is a blend of recycled and renewable materials.",Cloth/001319_1.jpg,100% recycled polyester polar fleece,$100,4.9,https://www.adidas.com/us/graphics-camo-reversible-fleece-vest/II8157.html
342,Oasis Mesh Polo Shirt,Arctic Night F23,"From the first tee through the back nine, you'll feel as good as you look in this adidas golf polo shirt. It's made of soft, stretchy mesh fabric for a lightweight, breathable feel. The oasis-inspired allover print stands out on the course.   Made with a series of recycled materials, and at least 70% recycled content, this product represents just one of our solutions to help end plastic waste.",Cloth/001321_1.jpg,"92% recycled polyester, 8% elastane mesh",$130,4.9,https://www.adidas.com/us/oasis-mesh-polo-shirt/IB2000.html
343,Own the Run Allover Print Tee,White / Lucid Lemon F23,"Whether you're hitting the pavement with your community or on your own, there's nothing quite like the joyful rush of a runner's high. One thing's for sure: comfort and support are paramount in maximizing your daily run.  Stand out from the pack in this adidas running t-shirt with a lively allover print that brings vibrant style to any run. Sweat-wicking AEROREADY helps keep you feeling dry, no matter your distance or pace. Reflective details shine when the light fades.  Made with a series of recycled materials, and at least 70% recycled content, this product represents just one of our solutions to help end plastic waste.",Cloth/001323_1.jpg,"95% recycled polyester, 5% elastane piqué",$40,4.9,https://www.adidas.com/us/own-the-run-allover-print-tee/IL4799.html
344,Club Graphic Tennis Tee,Blue Dawn / Noble Indigo / Crew Blue,"Stand out for more than your tennis. Part of the adidas Club collection, this tee makes a statement with an allover, camo-inspired print. AEROREADY wicks moisture to keep you dry, giving you the confidence you need to sprint for every point. Once the ball's within reach, extra fabric under the arms offers a full range of motion in the shoulders for decisive shots.   Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/001326_1.jpg,100% recycled polyester interlock,$45,4.6,https://www.adidas.com/us/club-graphic-tennis-tee/IJ4865.html
345,TERREX Agravic Trail Running Tee,Black,"Muddy or dusty, rocky or smooth — follow the trail wherever it leads in this adidas trail running t-shirt. AEROREADY absorbs moisture to help you stay dry on the uphill climb. Airy mesh inserts in back keep the air flowing underneath your pack.",Cloth/001327_1.jpg,100% recycled polyester single jersey,$45,4.7,https://www.adidas.com/us/terrex-agravic-trail-running-tee/HT9441.html
346,Club Graphic Tennis Tee,Grey Five / Black / Carbon,"Stand out for more than your tennis. Part of the adidas Club collection, this tee makes a statement with an allover, camo-inspired print. AEROREADY wicks moisture to keep you dry, giving you the confidence you need to sprint for every point. Once the ball's within reach, extra fabric under the arms offers a full range of motion in the shoulders for decisive shots.   Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/001328_1.jpg,100% recycled polyester interlock,$20,4.6,https://www.adidas.com/us/club-graphic-tennis-tee/IJ4863.html
347,TERREX Agravic Trail Running Tee,White,"Muddy or dusty, rocky or smooth — follow the trail wherever it leads in this adidas trail running t-shirt. AEROREADY absorbs moisture to help you stay dry on the uphill climb. Airy mesh inserts in back keep the air flowing underneath your pack.",Cloth/001330_1.jpg,100% recycled polyester single jersey,$45,4.7,https://www.adidas.com/us/terrex-agravic-trail-running-tee/HT9442.html
348,AEROREADY Pro Seamless Tennis Tee,White,"Tailored to Grand Slam royalty. As well as hosting the world's oldest tennis tournament, London is also the home of Savile Row style. With a subtle heraldry-inspired graphic engineered into its soft, seamless fabric, this adidas tee is part of a collection focused on the fine details. Moisture-absorbing AEROREADY ensures you stay comfortable until the match is in the bag.  Educate and act. Head to Parley for the Oceans website to find out more, sign up and get involved at adidas.com/parley.   For real change to happen, we need to accelerate towards decarbonization. To do that we first need to understand the impact we are already making so we can improve and have a bar to raise.  From raw material extraction, processing, packaging, all the way to the end of product's life, we measured the carbon footprint (CO2e) of this product, conforming to an internationally recognized standard: ISO 14067.",Cloth/001331_1.jpg,"66% recycled polyester, 34% recycled nylon seamless",$80,4.8,https://www.adidas.com/us/aeroready-pro-seamless-tennis-tee/IA7100.html
349,Tennis FreeLift Tee,Black,"Created by adidas to give you the edge. Part of the performance-driven Gameset collection, this slim-fitting tee was designed for confident tennis. Its FreeLift design keeps the back hem in place through every serve and smash, and the stretchy fabric helps you reach for shots. Even when you're in top gear, HEAT.RDY ensures you stay cool and confident right up to match point.",Cloth/001332_1.jpg,100% recycled polyester jacquard,$20,4.7,https://www.adidas.com/us/tennis-freelift-tee/HS3313.html
350,Club Graphic Tennis Tee,White / Grey Three / Grey One,"Stand out for more than your tennis. Part of the adidas Club collection, this tee makes a statement with an allover, camo-inspired print. AEROREADY wicks moisture to keep you dry, giving you the confidence you need to sprint for every point. Once the ball's within reach, extra fabric under the arms offers a full range of motion in the shoulders for decisive shots.   Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/001333_1.jpg,100% recycled polyester interlock,$50,4.6,https://www.adidas.com/us/club-graphic-tennis-tee/IJ4864.html
351,Retro Graphic Polo Shirt,White,The adidas Retro Graphic Polo blends tennis aesthetics with unapologetic '90s attitude. The conventionally tidy and crisp silhouette of a collared polo takes on wild combinations of color with vintage-inspired graphics on the sleeves. The cotton piqué fabric gives the shirt texture and an elevated feel while showing off the expressive designs.,Cloth/001334_1.jpg,100% cotton piqué,$60,4.9,https://www.adidas.com/us/retro-graphic-polo-shirt/IN2376.html
352,FC Dallas 23/24 Away Authentic Jersey,White / Black / Mls-Fcd-S8f,Rekindling a classic soccer look. The flame graphics engulfing the front of this adidas authentic jersey pay tribute to FC Dallas' rich history. Its moisture-absorbing AEROREADY and lightweight details are all about producing high-octane performances on the field. A pair of signoffs and that heat-applied tonal badge keep your passion for FC Dallas burning bright.,Cloth/001336_1.jpg,100% recycled polyester tricot,$150,5.0,https://www.adidas.com/us/fc-dallas-23-24-away-authentic-jersey/IJ5447.html
353,Adicolor Classics SST Track Jacket,Blue Bird / White,"Everyone needs a good track jacket. Here's yours. Made from soft interlock fabric, this must-have stays true to the archive design it's inspired by. An embroidered Trefoil logo and 3-Stripes honor classic adidas style while the ribbed hem and cuffs keep the fit tailored in all the right places. A full-zip front lets you layer for warmth or wear it open with your favorite tee underneath.   A minimum of 70% of this product is a blend of recycled and renewable materials.",Cloth/001340_1.jpg,"70% recycled polyester, 30% cotton interlock",$80,4.7,https://www.adidas.com/us/adicolor-classics-sst-track-jacket/IL2493.html
354,Tennis New York FreeLift Tee,Black,"Part of an uplifting collection on show at North America's biggest tennis tournament. This adidas t-shirt supports overhead play with a FreeLift design that gives you room in the shoulders for smashes and helps stop the back hem from riding up when you land. In the air or on the deck, mesh inserts and moisture-absorbing AEROREADY ensure you take on every challenge in complete comfort.  This tee is made with natural and renewable materials as part of our journey to design out finite resources and help end plastic waste.",Cloth/001346_1.jpg,100% polyester doubleknit,$20,4.7,https://www.adidas.com/us/tennis-new-york-freelift-tee/HC8531.html
355,adidas Sportswear Undeniable Pocket Tee,Black,"Hang out with friends or kick back at home. An easy-to-wear classic, this adidas tee is the ideal partner for all your daily plans. Crafted from single jersey that's soft and lightweight, it serves up versatile style and a fit that makes it easy to move. Of course, there's no missing the logo on the pocket — a shout-out to the adidas Sportswear lifestyle.   We partner with Better Cotton to improve cotton farming globally. Better Cotton makes global cotton production better for the people who produce it, better for the environment it grows in, and better for the sector's future.  Better Cotton is sourced via a chain of custody model called mass balance. This means that Better Cotton is not physically traceable to end products, however, Better Cotton Farmers benefit from the demand for Better Cotton in equivalent volumes to those we ""source"".  Find out more here: bettercotton.org/learnmore.",Cloth/001353_1.jpg,100% cotton single jersey,$40,4.7,https://www.adidas.com/us/adidas-sportswear-undeniable-pocket-tee/IL5409.html
356,Hurricanes NCAA Swingman Jersey,White / White / Dark Green,"Game day or any day, it's always a good time to show your Hurricanes pride. This adidas basketball jersey is styled after the University of Miami uniform. It's made of lightweight fabric, with moisture-absorbing AEROREADY.  This product is made with Primegreen, a series of high-performance recycled materials.",Cloth/001358_1.jpg,100% recycled polyester mock eyelet,$90,5.0,https://www.adidas.com/us/hurricanes-ncaa-swingman-jersey/H33634.html
357,Club 3-Stripes Tennis Polo Shirt,Black,"Style and performance for the tennis court. Part of the adidas Club collection, this polo shirt will keep you comfortable when you need to be on top of your game. Extra material under the arm ensures you have a full range of motion for booming forehands. Moisture-absorbing AEROREADY and breathable mesh panels keep you confident all the way to match point.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/001359_1.jpg,100% recycled polyester interlock,$50,4.8,https://www.adidas.com/us/club-3-stripes-tennis-polo-shirt/HS3269.html
358,Houston Dynamo 23/24 Home Authentic Jersey,Impact Orange F22 / Bold Orange,"Highlight your love for Houston Dynamo in this adidas authentic soccer jersey. Standing out in vibrant orange colors, those graphics on the front reflect the hexagonal shape of the team's logo. Created for action-packed performances on the field, this shirt combines moisture-absorbing AEROREADY and mesh panels. Even the badges and 3-Stripes are heat-applied for lower weight and reduced wind resistance.",Cloth/001366_1.jpg,100% recycled polyester tricot,$150,4.3,https://www.adidas.com/us/houston-dynamo-23-24-home-authentic-jersey/HI1887.html
359,New York City FC 23/24 Third Jersey,Team Dark Green,"Dressed in verdant green, this adidas soccer jersey celebrates the lush landscapes of the Big Apple's parks and trails. We created this vibrant shirt in collaboration with the New York City Department of Parks and Recreation while keeping it true to New York City FC roots with a blue trim. The NYCDPR logo on the jock tag nods to this blooming partnership. AEROREADY helps you keep dry while you show your support.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/001370_1.jpg,100% recycled polyester interlock,$100,4.4,https://www.adidas.com/us/new-york-city-fc-23-24-third-jersey/HT3232.html
360,New York City FC 23/24 Home Jersey,Bahia Light Blue,"Next stop? Soccer glory. The intricate, mosaic-style design on the front of this adidas NYCFC jersey takes inspiration from the ceramic work in New York City's world-famous subway stations. Built from soft fabric, the shirt includes a woven team badge and moisture-absorbing AEROREADY to keep fans proud and comfortable. That Lady Liberty torch signs off in style just above the hem.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/001373_1.jpg,100% recycled polyester interlock,$90,4.8,https://www.adidas.com/us/new-york-city-fc-23-24-home-jersey/HI1878.html
361,Ultimate365 Solid Polo Shirt,Collegiate Navy,"Every day is a good day for hitting the links. This adidas golf polo shirt is designed for year-round comfort. The breathable build with AEROREADY manages moisture to keep you dry through long drives and downhill sliders. Four-way stretch fabric ensures unrestricted movement.  This product is made with Primegreen, a series of high-performance, recycled materials.",Cloth/001374_1.jpg,"88% recycled polyester, 12% elastane single jersey",$85,4.7,https://www.adidas.com/us/ultimate365-solid-polo-shirt/HR9043.html
362,Worldwide Hoops City Graphic Tee,Night Indigo,"The ultimate tee for hoops fans around the globe. This adidas graphic tee celebrates the worldwide love of basketball with a bold retro-inspired graphic celebrating famous courts from NYC to Tokyo to Portland. Soft cotton jersey fabric feels as comfortable as your favorite pair of sweats. This tee is cut to give you room to move and shoot some hoops yourself. Whether you're hitting the local court for a pick-up game or cheering on your team from the couch, this tee lets your passion for the game take center stage.   The cotton in this product has been sourced through Better Cotton. Better Cotton is sourced via a chain of custody model called mass balance. This means that Better Cotton is not physically traceable to end products.  Find out more here: https://bettercotton.org/who-we-are/our-logo/",Cloth/001377_1.jpg,100% cotton single jersey,$40,5.0,https://www.adidas.com/us/worldwide-hoops-city-graphic-tee/IN6380.html
363,Austin FC 23/24 Home Authentic Jersey,Real Green / White,"Remixing a classic soccer look. The bold, confident design of this adidas Austin FC authentic jersey takes timeless vertical stripes into a whole new dimension. Behind the vibrant graphics, AEROREADY absorbs moisture to keep the team's slick play flowing on the field. A heat-applied crest and pair of signoffs bring the pride as Austin FC enters its second season at the top level.",Cloth/001381_1.jpg,100% recycled polyester doubleknit,$150,5.0,https://www.adidas.com/us/austin-fc-23-24-home-authentic-jersey/HI1836.html
364,Designed 4 Training HEAT.RDY HIIT Training Tee,Silver Violet S23,"The lights pulse. The music bumps. You're ready to give it your all during your next high-intensity sesh in the Designed 4 Training HEAT.RDY HIIT Tee.   Using advanced materials, adidas HEAT.RDY maximizes air flow so you can feel cool as the temperatures climb. A shaped hem provides confident coverage as you move through your reps, while the anti-cling fabric and slim fit give you full range of motion. Mesh in the back keeps the air flowing, and a reflective 3 Bar Logo changes color, ensuring you look as dynamic as you feel.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/001383_1.jpg,100% recycled polyester doubleknit,$35,4.5,https://www.adidas.com/us/designed-4-training-heat.rdy-hiit-training-tee/HZ7277.html
365,Go-To No-Show Polo Shirt,Crew Navy S21 / Semi Mint Rush S22,"Whether you're on the course or on the go, this adidas golf polo shirt has you covered for comfort and style. It's made of soft no-show fabric that hides sweat to keep you dry. The long back hem stays tucked in for a clean look.  Made with recycled content generated from production waste, e.g. cutting scraps, and post-consumer household waste to avoid the larger environmental impact of producing virgin content.",Cloth/001386_1.jpg,"50% polyester, 50% recycled polyester doubleknit",$85,4.9,https://www.adidas.com/us/go-to-no-show-polo-shirt/HA6111.html
366,adidas x Bogey Boys Polo Shirt,Altered Blue S22,"Make your mark on the golf course. This adidas x Bogey Boys polo shirt delivers classic style along with optimal comfort so you can play your best round. The soft fabric has built-in stretch, and side slits ensure a full range of motion. The contrasting stripes pattern keeps your look on point from the course to the clubhouse.   A minimum of 70% of this product is a blend of recycled and renewable materials.",Cloth/001388_1.jpg,"69% modal, 28% recycled polyester, 3% elastane piqué",$90,4.7,https://www.adidas.com/us/adidas-x-bogey-boys-polo-shirt/IB6665.html
367,Mississippi State Baseball Jersey,White,"If you're all about Bulldogs baseball, look no further than this adidas jersey. It's made to mimic what the players wear on the field, with soft piqué fabric and underarm mesh inserts to promote ventilation. The ""State"" script on the front lets everyone know you rep Mississippi State University.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/001389_1.jpg,100% recycled polyester piqué,$70,5.0,https://www.adidas.com/us/mississippi-state-baseball-jersey/HT1007.html
368,Indiana Football Off-Field Home Jersey,Team Victory Red,"Get ready to root for the Hoosiers in this adidas football jersey. It's made of comfortable fabric and has mesh panels to keep it breathable at all times. Fire up the grill or kick back with friends while you watch the game. The Indiana University colors let everyone know who you support.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/001390_1.jpg,Main: 100% recycled polyester doubleknit,$80,5.0,https://www.adidas.com/us/indiana-football-off-field-home-jersey/IA3376.html
